detid,flow,speed,occ,density,interval,length,pos
E1_F3F2_1,180.0,9.42,7.44,14.879999999999999,2700.0,229.2,209.0
E1_F3F4_0,156.0,11.9,1.96,3.92,2700.0,229.2,209.0
E1_F3F4_1,180.0,10.74,2.59,5.18,2700.0,229.2,209.0
E1_F3G3_0,84.0,11.81,1.1,2.2,2700.0,279.2,259.0
E1_F3G3_1,192.0,9.23,6.6,13.2,2700.0,279.2,259.0
E1_F4E4_0,252.0,11.34,6.92,13.84,2700.0,279.2,259.0
E1_F4E4_1,108.0,12.19,1.26,2.52,2700.0,279.2,259.0
E1_F4F5_0,156.0,11.18,4.48,8.96,2700.0,229.2,209.0
E1_F4F5_1,96.0,11.89,1.2,2.4,2700.0,229.2,209.0
E1_F4G4_0,192.0,9.61,12.3,24.6,2700.0,279.2,259.0
E1_F4G4_1,108.0,9.89,1.71,3.42,2700.0,279.2,259.0
E1_F5E5_0,96.0,9.97,3.79,7.58,2700.0,279.2,259.0
E1_F5E5_1,84.0,6.83,13.42,26.840000000000003,2700.0,279.2,259.0
E1_F5F4_0,276.0,7.68,17.66,35.32,2700.0,229.2,209.0
E1_F5F4_1,264.0,7.93,9.83,19.66,2700.0,229.2,209.0
E1_F5G5_0,180.0,10.36,9.21,18.42,2700.0,279.2,259.0
E1_F5G5_1,144.0,8.49,4.08,8.16,2700.0,279.2,259.0
E1_F6E6_0,192.0,11.2,2.58,5.16,2700.0,279.2,259.0
E1_F6E6_1,144.0,11.73,2.33,4.66,2700.0,279.2,259.0
E1_F6F5_0,168.0,12.61,1.94,3.88,2700.0,229.2,209.0
E1_F6F5_1,72.0,11.18,1.31,2.62,2700.0,229.2,209.0
E1_F6F7_0,192.0,9.22,10.7,21.4,2700.0,229.2,209.0
E1_F6F7_1,204.0,9.17,11.92,23.84,2700.0,229.2,209.0
E1_F6G6_0,84.0,9.0,4.08,8.16,2700.0,279.2,259.0
E1_F6G6_1,144.0,9.27,2.88,5.76,2700.0,279.2,259.0
E1_F7E7_0,168.0,9.64,8.37,16.74,2700.0,279.2,259.0
E1_F7E7_1,156.0,9.03,3.23,6.46,2700.0,279.2,259.0
E1_F7F6_0,144.0,11.62,6.09,12.18,2700.0,229.2,209.0
E1_F7F6_1,96.0,11.35,1.41,2.82,2700.0,229.2,209.0
E1_F7G7_0,408.0,8.55,24.54,49.08,2700.0,279.2,259.0
E1_F7G7_1,252.0,8.87,16.2,32.4,2700.0,279.2,259.0
E1_F8E8_0,132.0,13.25,1.4,2.8,2700.0,279.2,259.0
E1_F8E8_1,180.0,9.92,2.86,5.72,2700.0,279.2,259.0
E1_F8F7_0,96.0,11.1,2.16,4.32,2700.0,229.2,209.0
E1_F8F7_1,204.0,9.38,5.99,11.98,2700.0,229.2,209.0
E1_F8F9_0,300.0,10.12,17.14,34.28,2700.0,229.2,209.0
E1_F8F9_1,312.0,9.15,14.67,29.340000000000003,2700.0,229.2,209.0
E1_F8G8_0,180.0,12.19,2.23,4.46,2700.0,279.2,259.0
E1_F8G8_1,72.0,12.62,0.82,1.6399999999999997,2700.0,279.2,259.0
E1_F9E9_0,156.0,11.28,2.54,5.08,2700.0,279.2,259.0
E1_F9E9_1,204.0,9.81,3.34,6.68,2700.0,279.2,259.0
E1_F9F10_0,192.0,10.27,7.61,15.22,2700.0,229.2,209.0
E1_F9F10_1,276.0,7.65,26.43,52.86,2700.0,229.2,209.0
E1_F9G9_0,132.0,9.57,5.31,10.619999999999997,2700.0,279.2,259.0
E1_F9G9_1,204.0,10.5,6.77,13.54,2700.0,279.2,259.0
E1_G0F0_0,132.0,11.74,4.32,8.64,2700.0,279.2,259.0
E1_G0F0_1,24.0,8.09,0.47,0.94,2700.0,279.2,259.0
E1_G0G1_0,96.0,11.99,2.1,4.2,2700.0,229.2,209.0
E1_G0G1_1,108.0,8.12,2.97,5.940000000000001,2700.0,229.2,209.0
E1_G0bottom6_0,36.0,12.78,0.4,0.8,2700.0,189.6,170.0
E1_G0bottom6_1,24.0,15.33,0.22,0.43999999999999995,2700.0,189.6,170.0
E1_G10F10_0,108.0,12.08,1.33,2.66,2700.0,279.2,259.0
E1_G10F10_1,144.0,10.96,3.1,6.2,2700.0,279.2,259.0
E1_G10G11_0,60.0,13.19,0.63,1.26,2700.0,229.2,209.0
E1_G10G11_1,120.0,10.57,2.83,5.66,2700.0,229.2,209.0
E1_G10G9_0,144.0,12.65,1.59,3.18,2700.0,229.2,209.0
E1_G10G9_1,72.0,11.35,0.95,1.9,2700.0,229.2,209.0
E1_G10H10_0,120.0,9.93,11.47,22.94,2700.0,279.2,259.0
E1_G10H10_1,72.0,12.53,0.84,1.6799999999999997,2700.0,279.2,259.0
E1_G11G10_0,36.0,12.62,0.4,0.8,2700.0,229.2,209.0
E1_G11G10_1,12.0,12.79,0.13,0.26,2700.0,229.2,209.0
E1_G11top6_0,12.0,13.61,0.12,0.24,2700.0,189.6,170.0
E1_G11top6_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_G1F1_0,264.0,10.13,6.94,13.88,2700.0,279.2,259.0
E1_G1F1_1,96.0,10.81,2.68,5.36,2700.0,279.2,259.0
E1_G1G0_0,120.0,13.12,1.29,2.58,2700.0,229.2,209.0
E1_G1G0_1,48.0,12.64,0.55,1.1,2700.0,229.2,209.0
E1_G1G2_0,144.0,10.02,2.67,5.34,2700.0,229.2,209.0
E1_G1G2_1,156.0,9.34,4.67,9.34,2700.0,229.2,209.0
E1_G1H1_0,132.0,12.3,1.59,3.18,2700.0,279.2,259.0
E1_G1H1_1,156.0,10.34,2.26,4.52,2700.0,279.2,259.0
E1_G2F2_0,264.0,9.39,9.19,18.38,2700.0,279.2,259.0
E1_G2F2_1,144.0,10.87,2.02,4.04,2700.0,279.2,259.0
E1_G2G3_0,168.0,11.43,2.41,4.82,2700.0,229.2,209.0
E1_G2G3_1,120.0,9.93,2.14,4.28,2700.0,229.2,209.0
E1_G2H2_0,168.0,11.68,2.45,4.9,2700.0,279.2,259.0
E1_G2H2_1,144.0,11.85,1.78,3.5599999999999996,2700.0,279.2,259.0
E1_G3F3_0,216.0,11.63,2.85,5.700000000000001,2700.0,279.2,259.0
E1_G3F3_1,72.0,7.04,2.4,4.8,2700.0,279.2,259.0
E1_G3G4_0,252.0,10.53,6.26,12.52,2700.0,229.2,209.0
E1_G3G4_1,168.0,7.89,6.06,12.12,2700.0,229.2,209.0
E1_G4F4_0,204.0,10.68,3.53,7.06,2700.0,279.2,259.0
E1_G4F4_1,132.0,8.98,5.26,10.52,2700.0,279.2,259.0
E1_G4G3_0,276.0,9.63,7.81,15.619999999999997,2700.0,229.2,209.0
E1_G4G3_1,300.0,9.08,6.94,13.88,2700.0,229.2,209.0
E1_G4G5_0,300.0,10.11,15.63,31.260000000000005,2700.0,229.2,209.0
E1_G4G5_1,192.0,10.59,9.68,19.36,2700.0,229.2,209.0
E1_G4H4_0,108.0,10.98,1.5,3.0,2700.0,279.2,259.0
E1_G4H4_1,108.0,9.45,1.97,3.9400000000000004,2700.0,279.2,259.0
E1_G5F5_0,96.0,13.27,1.01,2.02,2700.0,279.2,259.0
E1_G5F5_1,0.0,-1.0,0.0,-0.0,2700.0,279.2,259.0
E1_G5G4_0,240.0,8.93,16.82,33.64,2700.0,229.2,209.0
E1_G5G4_1,132.0,11.31,1.97,3.9400000000000004,2700.0,229.2,209.0
E1_G5G6_0,288.0,9.41,17.14,34.28,2700.0,229.2,209.0
E1_G5G6_1,324.0,8.15,25.85,51.7,2700.0,229.2,209.0
E1_G5H5_0,204.0,9.49,22.07,44.14,2700.0,279.2,259.0
E1_G5H5_1,156.0,9.34,3.75,7.5,2700.0,279.2,259.0
E1_G6F6_0,72.0,12.56,0.89,1.7799999999999998,2700.0,279.2,259.0
E1_G6F6_1,108.0,11.81,1.34,2.68,2700.0,279.2,259.0
E1_G6G7_0,312.0,9.68,13.25,26.5,2700.0,229.2,209.0
E1_G6G7_1,324.0,7.97,26.76,53.52,2700.0,229.2,209.0
E1_G6H6_0,108.0,12.74,1.27,2.54,2700.0,279.2,259.0
E1_G6H6_1,84.0,13.08,0.9,1.7999999999999998,2700.0,279.2,259.0
E1_G7F7_0,372.0,9.16,8.74,17.48,2700.0,279.2,259.0
E1_G7F7_1,168.0,9.29,7.93,15.86,2700.0,279.2,259.0
E1_G7G6_0,228.0,9.05,5.4,10.8,2700.0,229.2,209.0
E1_G7G6_1,204.0,8.15,8.14,16.28,2700.0,229.2,209.0
E1_G7G8_0,288.0,10.1,19.19,38.38,2700.0,229.2,209.0
E1_G7G8_1,276.0,8.73,19.42,38.84,2700.0,229.2,209.0
E1_G7H7_0,228.0,9.25,22.78,45.56,2700.0,279.2,259.0
E1_G7H7_1,120.0,13.07,1.32,2.64,2700.0,279.2,259.0
E1_G8F8_0,156.0,10.06,3.35,6.7,2700.0,279.2,259.0
E1_G8F8_1,144.0,10.13,2.36,4.72,2700.0,279.2,259.0
E1_G8G7_0,216.0,12.05,2.7,5.4,2700.0,229.2,209.0
E1_G8G7_1,96.0,12.19,1.14,2.28,2700.0,229.2,209.0
E1_G8G9_0,132.0,8.55,16.13,32.26,2700.0,229.2,209.0
E1_G8G9_1,180.0,9.38,16.35,32.7,2700.0,229.2,209.0
E1_G8H8_0,108.0,10.07,5.34,10.68,2700.0,279.2,259.0
E1_G8H8_1,84.0,9.45,2.64,5.28,2700.0,279.2,259.0
E1_G9F9_0,108.0,13.22,1.15,2.3,2700.0,279.2,259.0
E1_G9F9_1,60.0,14.02,0.6,1.2,2700.0,279.2,259.0
E1_G9G10_0,96.0,13.55,0.99,1.98,2700.0,229.2,209.0
E1_G9G10_1,180.0,11.73,2.28,4.56,2700.0,229.2,209.0
E1_G9G8_0,120.0,9.44,8.98,17.96,2700.0,229.2,209.0
E1_G9G8_1,72.0,10.3,1.18,2.36,2700.0,229.2,209.0
E1_H0G0_0,144.0,10.45,2.14,4.28,2700.0,279.2,259.0
E1_H0G0_1,12.0,12.16,0.14,0.28,2700.0,279.2,259.0
E1_H0I0_0,24.0,12.86,0.26,0.52,2700.0,279.2,259.0
E1_H0I0_1,108.0,12.4,1.3,2.6,2700.0,279.2,259.0
E1_H0bottom7_0,36.0,13.33,0.38,0.76,2700.0,189.6,170.0
E1_H0bottom7_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_H10G10_0,84.0,11.67,1.07,2.14,2700.0,279.2,259.0
E1_H10G10_1,144.0,11.63,1.83,3.66,2700.0,279.2,259.0
E1_H10H11_0,96.0,13.47,1.0,2.0,2700.0,229.2,209.0
E1_H10H11_1,96.0,12.66,1.06,2.12,2700.0,229.2,209.0
E1_H10H9_0,132.0,10.52,1.92,3.84,2700.0,229.2,209.0
E1_H10H9_1,84.0,11.34,1.1,2.2,2700.0,229.2,209.0
E1_H10I10_0,108.0,9.16,6.59,13.18,2700.0,279.2,259.0
E1_H10I10_1,24.0,15.41,0.22,0.43999999999999995,2700.0,279.2,259.0
E1_H11H10_0,96.0,13.74,0.98,1.96,2700.0,229.2,209.0
E1_H11H10_1,24.0,10.87,0.32,0.64,2700.0,229.2,209.0
E1_H11I11_0,60.0,13.92,0.6,1.2,2700.0,279.2,259.0
E1_H11I11_1,0.0,-1.0,0.0,-0.0,2700.0,279.2,259.0
E1_H11top7_0,36.0,14.07,0.36,0.72,2700.0,189.6,170.0
E1_H11top7_1,12.0,12.66,0.13,0.26,2700.0,189.6,170.0
E1_H1G1_0,252.0,11.4,3.44,6.879999999999999,2700.0,279.2,259.0
E1_H1G1_1,72.0,10.49,1.07,2.14,2700.0,279.2,259.0
E1_H1H0_0,120.0,12.05,1.48,2.96,2700.0,229.2,209.0
E1_H1H0_1,36.0,13.36,0.38,0.76,2700.0,229.2,209.0
E1_H1H2_0,156.0,13.71,1.6,3.2,2700.0,229.2,209.0
E1_H1H2_1,144.0,12.23,1.71,3.42,2700.0,229.2,209.0
E1_H2G2_0,180.0,12.7,2.07,4.14,2700.0,279.2,259.0
E1_H2G2_1,132.0,10.01,4.89,9.78,2700.0,279.2,259.0
E1_H2H1_0,84.0,12.4,0.95,1.9,2700.0,229.2,209.0
E1_H2H1_1,24.0,12.52,0.27,0.54,2700.0,229.2,209.0
E1_H2H3_0,132.0,9.28,7.55,15.1,2700.0,229.2,209.0
E1_H2H3_1,180.0,11.37,4.86,9.72,2700.0,229.2,209.0
E1_H3G3_0,156.0,11.56,2.28,4.56,2700.0,279.2,259.0
E1_H3G3_1,72.0,13.43,0.76,1.52,2700.0,279.2,259.0
E1_H3H2_0,192.0,10.53,8.07,16.14,2700.0,229.2,209.0
E1_H3H2_1,48.0,11.23,0.66,1.32,2700.0,229.2,209.0
E1_H3H4_0,108.0,10.16,1.71,3.42,2700.0,229.2,209.0
E1_H3H4_1,168.0,9.78,5.94,11.880000000000003,2700.0,229.2,209.0
E1_H3I3_0,168.0,13.2,1.81,3.62,2700.0,279.2,259.0
E1_H3I3_1,132.0,11.38,1.7,3.3999999999999995,2700.0,279.2,259.0
E1_H4G4_0,240.0,9.48,11.76,23.52,2700.0,279.2,259.0
E1_H4G4_1,180.0,10.1,5.62,11.240000000000002,2700.0,279.2,259.0
E1_H4H5_0,84.0,10.7,1.25,2.5,2700.0,229.2,209.0
E1_H4H5_1,144.0,8.88,7.55,15.1,2700.0,229.2,209.0
E1_H5G5_0,276.0,11.29,3.88,7.76,2700.0,279.2,259.0
E1_H5G5_1,108.0,12.86,1.18,2.36,2700.0,279.2,259.0
E1_H5H4_0,276.0,9.84,9.16,18.32,2700.0,229.2,209.0
E1_H5H4_1,216.0,10.0,11.07,22.14,2700.0,229.2,209.0
E1_H5H6_0,96.0,11.98,1.19,2.38,2700.0,229.2,209.0
E1_H5H6_1,120.0,11.82,4.82,9.64,2700.0,229.2,209.0
E1_H6G6_0,96.0,12.44,1.16,2.32,2700.0,279.2,259.0
E1_H6G6_1,72.0,11.78,0.89,1.7799999999999998,2700.0,279.2,259.0
E1_H6H5_0,312.0,9.89,9.88,19.76,2700.0,229.2,209.0
E1_H6H5_1,216.0,11.66,4.94,9.88,2700.0,229.2,209.0
E1_H6H7_0,132.0,12.36,1.9,3.8,2700.0,229.2,209.0
E1_H6H7_1,120.0,11.4,1.6,3.2,2700.0,229.2,209.0
E1_H6I6_0,84.0,9.67,6.83,13.66,2700.0,279.2,259.0
E1_H6I6_1,36.0,12.62,0.4,0.8,2700.0,279.2,259.0
E1_H7G7_0,216.0,10.63,3.12,6.24,2700.0,279.2,259.0
E1_H7G7_1,132.0,10.97,2.53,5.0600000000000005,2700.0,279.2,259.0
E1_H7H6_0,216.0,10.04,9.16,18.32,2700.0,229.2,209.0
E1_H7H6_1,168.0,9.93,4.9,9.8,2700.0,229.2,209.0
E1_H7H8_0,120.0,12.94,1.38,2.76,2700.0,229.2,209.0
E1_H7H8_1,96.0,11.88,1.45,2.9,2700.0,229.2,209.0
E1_H8G8_0,120.0,10.56,3.48,6.959999999999999,2700.0,279.2,259.0
E1_H8G8_1,180.0,10.53,2.8,5.6,2700.0,279.2,259.0
E1_H8H9_0,84.0,10.66,1.27,2.54,2700.0,229.2,209.0
E1_H8H9_1,144.0,9.83,3.47,6.94,2700.0,229.2,209.0
E1_H8I8_0,60.0,11.72,0.79,1.58,2700.0,279.2,259.0
E1_H8I8_1,72.0,12.42,0.81,1.62,2700.0,279.2,259.0
E1_H9G9_0,96.0,10.41,1.47,2.94,2700.0,279.2,259.0
E1_H9G9_1,96.0,9.97,2.29,4.58,2700.0,279.2,259.0
E1_H9H10_0,120.0,12.71,1.41,2.82,2700.0,229.2,209.0
E1_H9H10_1,180.0,11.98,3.99,7.98,2700.0,229.2,209.0
E1_H9I9_0,72.0,9.45,1.37,2.74,2700.0,279.2,259.0
E1_H9I9_1,72.0,11.74,0.93,1.8599999999999999,2700.0,279.2,259.0
E1_I0right0_0,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_I0right0_1,12.0,14.91,0.11,0.21999999999999997,2700.0,189.6,170.0
E1_I10H10_0,72.0,11.18,0.96,1.92,2700.0,279.2,259.0
E1_I10H10_1,96.0,10.99,1.32,2.64,2700.0,279.2,259.0
E1_I10I11_0,12.0,15.76,0.11,0.21999999999999997,2700.0,229.2,209.0
E1_I10I11_1,48.0,13.1,0.51,1.02,2700.0,229.2,209.0
E1_I10I9_0,120.0,10.27,2.54,5.08,2700.0,229.2,209.0
E1_I10I9_1,60.0,7.64,1.52,3.04,2700.0,229.2,209.0
E1_I10right10_0,12.0,9.49,0.18,0.36,2700.0,189.6,170.0
E1_I10right10_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_I11H11_0,84.0,13.02,0.9,1.7999999999999998,2700.0,279.2,259.0
E1_I11H11_1,36.0,12.93,0.39,0.78,2700.0,279.2,259.0
E1_I11I10_0,96.0,13.4,1.0,2.0,2700.0,229.2,209.0
E1_I11I10_1,12.0,11.9,0.14,0.28,2700.0,229.2,209.0
E1_I11top8_0,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_I11top8_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_I1H1_0,180.0,11.21,2.47,4.94,2700.0,279.2,259.0
E1_I1H1_1,60.0,13.88,0.61,1.22,2700.0,279.2,259.0
E1_I1I0_0,84.0,14.35,0.82,1.6399999999999997,2700.0,229.2,209.0
E1_I1I0_1,60.0,13.27,0.63,1.26,2700.0,229.2,209.0
E1_I1I2_0,96.0,12.31,1.16,2.32,2700.0,229.2,209.0
E1_I1I2_1,84.0,11.42,1.09,2.18,2700.0,229.2,209.0
E1_I1right1_0,12.0,14.39,0.12,0.24,2700.0,189.6,170.0
E1_I1right1_1,48.0,11.72,0.61,1.22,2700.0,189.6,170.0
E1_I2H2_0,96.0,12.59,1.06,2.12,2700.0,279.2,259.0
E1_I2H2_1,36.0,13.42,0.38,0.76,2700.0,279.2,259.0
E1_I2I1_0,180.0,10.92,6.05,12.1,2700.0,229.2,209.0
E1_I2I1_1,60.0,11.86,0.73,1.46,2700.0,229.2,209.0
E1_I2I3_0,156.0,13.35,1.63,3.26,2700.0,229.2,209.0
E1_I2I3_1,192.0,9.49,5.99,11.98,2700.0,229.2,209.0
E1_I2right2_0,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_I2right2_1,48.0,13.41,0.5,1.0,2700.0,189.6,170.0
E1_I3H3_0,108.0,11.57,1.37,2.74,2700.0,279.2,259.0
E1_I3H3_1,60.0,13.67,0.61,1.22,2700.0,279.2,259.0
E1_I3I2_0,168.0,12.14,5.61,11.22,2700.0,229.2,209.0
E1_I3I2_1,72.0,12.32,0.89,1.7799999999999998,2700.0,229.2,209.0
E1_I3I4_0,168.0,11.24,3.58,7.16,2700.0,229.2,209.0
E1_I3I4_1,228.0,10.26,3.72,7.4399999999999995,2700.0,229.2,209.0
E1_I4H4_0,156.0,9.94,12.4,24.8,2700.0,279.2,259.0
E1_I4H4_1,96.0,12.37,1.17,2.34,2700.0,279.2,259.0
E1_I4I3_0,168.0,12.87,2.77,5.540000000000001,2700.0,229.2,209.0
E1_I4I3_1,60.0,12.06,0.77,1.54,2700.0,229.2,209.0
E1_I4I5_0,144.0,12.39,1.74,3.4799999999999995,2700.0,229.2,209.0
E1_I4I5_1,192.0,10.18,3.88,7.76,2700.0,229.2,209.0
E1_I5H5_0,204.0,11.44,2.65,5.300000000000001,2700.0,279.2,259.0
E1_I5H5_1,96.0,10.79,1.39,2.78,2700.0,279.2,259.0
E1_I5I4_0,180.0,11.54,4.92,9.84,2700.0,229.2,209.0
E1_I5I4_1,48.0,12.74,0.53,1.06,2700.0,229.2,209.0
E1_I5I6_0,132.0,10.28,2.0,4.0,2700.0,229.2,209.0
E1_I5I6_1,132.0,12.32,1.57,3.14,2700.0,229.2,209.0
E1_I5right5_0,12.0,13.69,0.12,0.24,2700.0,189.6,170.0
E1_I5right5_1,24.0,12.47,0.27,0.54,2700.0,189.6,170.0
E1_I6H6_0,144.0,13.01,1.55,3.1,2700.0,279.2,259.0
E1_I6H6_1,48.0,12.56,0.53,1.06,2700.0,279.2,259.0
E1_I6I5_0,156.0,10.84,7.95,15.9,2700.0,229.2,209.0
E1_I6I5_1,72.0,11.77,0.93,1.8599999999999999,2700.0,229.2,209.0
E1_I6I7_0,108.0,13.65,1.11,2.22,2700.0,229.2,209.0
E1_I6I7_1,168.0,10.34,6.26,12.52,2700.0,229.2,209.0
E1_I6right6_0,12.0,12.05,0.14,0.28,2700.0,189.6,170.0
E1_I6right6_1,12.0,12.61,0.13,0.26,2700.0,189.6,170.0
E1_I7H7_0,120.0,12.45,1.37,2.74,2700.0,279.2,259.0
E1_I7H7_1,60.0,9.27,1.1,2.2,2700.0,279.2,259.0
E1_I8H8_0,132.0,11.48,1.76,3.5199999999999996,2700.0,279.2,259.0
E1_I8H8_1,72.0,13.31,0.76,1.52,2700.0,279.2,259.0
E1_I8I7_0,204.0,11.25,3.24,6.48,2700.0,229.2,209.0
E1_I8I7_1,48.0,10.73,0.68,1.36,2700.0,229.2,209.0
E1_I8I9_0,84.0,13.72,0.86,1.7199999999999998,2700.0,229.2,209.0
E1_I8I9_1,108.0,11.78,1.35,2.7,2700.0,229.2,209.0
E1_I9H9_0,36.0,12.33,0.41,0.8199999999999998,2700.0,279.2,259.0
E1_I9H9_1,36.0,12.25,0.41,0.8199999999999998,2700.0,279.2,259.0
E1_I9I8_0,156.0,11.35,4.53,9.06,2700.0,229.2,209.0
E1_I9I8_1,60.0,12.7,0.66,1.32,2700.0,229.2,209.0
E1_I9right9_0,12.0,14.32,0.12,0.24,2700.0,189.6,170.0
E1_I9right9_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_bottom0A0_0,12.0,11.91,0.14,0.28,2700.0,189.6,170.0
E1_bottom0A0_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_bottom1B0_0,24.0,10.95,0.32,0.64,2700.0,189.6,170.0
E1_bottom1B0_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_bottom2C0_0,36.0,12.23,0.41,0.8199999999999998,2700.0,189.6,170.0
E1_bottom2C0_1,12.0,12.62,0.13,0.26,2700.0,189.6,170.0
E1_bottom3D0_0,12.0,13.98,0.12,0.24,2700.0,189.6,170.0
E1_bottom3D0_1,12.0,11.91,0.14,0.28,2700.0,189.6,170.0
E1_bottom4E0_0,36.0,12.94,0.39,0.78,2700.0,189.6,170.0
E1_bottom4E0_1,24.0,13.68,0.24,0.48,2700.0,189.6,170.0
E1_bottom5F0_0,24.0,11.87,0.28,0.56,2700.0,189.6,170.0
E1_bottom5F0_1,48.0,10.33,0.71,1.42,2700.0,189.6,170.0
E1_bottom6G0_0,24.0,12.18,0.28,0.56,2700.0,189.6,170.0
E1_bottom6G0_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_bottom7H0_0,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_bottom7H0_1,24.0,11.6,0.29,0.58,2700.0,189.6,170.0
E1_bottom8I0_0,36.0,12.38,0.41,0.8199999999999998,2700.0,189.6,170.0
E1_bottom8I0_1,12.0,11.81,0.14,0.28,2700.0,189.6,170.0
E1_left0A0_0,36.0,13.13,0.39,0.78,2700.0,189.6,170.0
E1_left0A0_1,24.0,12.51,0.27,0.54,2700.0,189.6,170.0
E1_left11A11_0,24.0,11.91,0.28,0.56,2700.0,189.6,170.0
E1_left11A11_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_left1A1_0,24.0,13.86,0.24,0.48,2700.0,189.6,170.0
E1_left1A1_1,12.0,11.91,0.14,0.28,2700.0,189.6,170.0
E1_left3A3_0,12.0,11.8,0.14,0.28,2700.0,189.6,170.0
E1_left3A3_1,12.0,11.94,0.14,0.28,2700.0,189.6,170.0
E1_left4A4_0,24.0,11.4,0.29,0.58,2700.0,189.6,170.0
E1_left4A4_1,12.0,13.35,0.12,0.24,2700.0,189.6,170.0
E1_left5A5_0,24.0,11.94,0.28,0.56,2700.0,189.6,170.0
E1_left5A5_1,12.0,11.96,0.14,0.28,2700.0,189.6,170.0
E1_left7A7_0,48.0,12.83,0.52,1.04,2700.0,189.6,170.0
E1_left7A7_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_left9A9_0,12.0,13.6,0.12,0.24,2700.0,189.6,170.0
E1_left9A9_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_right0I0_0,36.0,9.87,0.57,1.14,2700.0,189.6,170.0
E1_right0I0_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_right11I11_0,24.0,11.81,0.28,0.56,2700.0,189.6,170.0
E1_right11I11_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_right1I1_0,84.0,12.42,0.95,1.9,2700.0,189.6,170.0
E1_right1I1_1,24.0,12.84,0.26,0.52,2700.0,189.6,170.0
E1_right2I2_0,48.0,13.42,0.5,1.0,2700.0,189.6,170.0
E1_right2I2_1,12.0,11.59,0.14,0.28,2700.0,189.6,170.0
E1_right3I3_0,24.0,14.65,0.23,0.45999999999999996,2700.0,189.6,170.0
E1_right3I3_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_right4I4_0,36.0,11.48,0.44,0.8799999999999999,2700.0,189.6,170.0
E1_right4I4_1,24.0,12.78,0.26,0.52,2700.0,189.6,170.0
E1_right6I6_0,36.0,9.79,0.57,1.14,2700.0,189.6,170.0
E1_right6I6_1,12.0,11.99,0.14,0.28,2700.0,189.6,170.0
E1_right7I7_0,12.0,12.11,0.14,0.28,2700.0,189.6,170.0
E1_right7I7_1,12.0,14.22,0.12,0.24,2700.0,189.6,170.0
E1_right8I8_0,36.0,13.47,0.38,0.76,2700.0,189.6,170.0
E1_right8I8_1,12.0,13.42,0.12,0.24,2700.0,189.6,170.0
E1_right9I9_0,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_right9I9_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_top0A11_0,12.0,11.78,0.14,0.28,2700.0,189.6,170.0
E1_top0A11_1,24.0,12.81,0.26,0.52,2700.0,189.6,170.0
E1_top1B11_0,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_top1B11_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_top3D11_0,12.0,13.64,0.12,0.24,2700.0,189.6,170.0
E1_top3D11_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_top4E11_0,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_top4E11_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_top5F11_0,12.0,11.92,0.14,0.28,2700.0,189.6,170.0
E1_top5F11_1,0.0,-1.0,0.0,-0.0,2700.0,189.6,170.0
E1_A0B0_0,36.0,12.02,0.42,0.8399999999999999,3000.0,279.2,259.0
E1_A0B0_1,36.0,11.53,0.44,0.8799999999999999,3000.0,279.2,259.0
E1_A10A11_0,132.0,12.18,1.61,3.22,3000.0,229.2,209.0
E1_A10A11_1,48.0,13.5,0.49,0.98,3000.0,229.2,209.0
E1_A10A9_0,96.0,12.27,1.13,2.26,3000.0,229.2,209.0
E1_A10A9_1,96.0,12.95,1.04,2.08,3000.0,229.2,209.0
E1_A10B10_0,108.0,12.45,1.21,2.42,3000.0,279.2,259.0
E1_A10B10_1,24.0,13.16,0.25,0.5,3000.0,279.2,259.0
E1_A10left10_0,12.0,14.38,0.12,0.24,3000.0,189.6,170.0
E1_A10left10_1,24.0,13.05,0.26,0.52,3000.0,189.6,170.0
E1_A11A10_0,60.0,11.92,0.78,1.56,3000.0,229.2,209.0
